n_b,rho_b,n_n,n_p,lambda,xi_n,xi_p,kappa,R,epsilon,m_eff_relL_n,m_eff_relL_p,A_nn,A_pp,A_np
[1/fm**3],[g/cm**3],[1/fm**3],[1/fm**3],[cm],[cm],[cm],[],[],[],[],[],[MeV fm**5],[MeV fm**5],[MeV fm**5]
0.06973947895791582,115805124649298.6,0.06804123275889583,0.001698246199019991,1.7410411982685226e-11,3.1620468999459446e-11,1.0101117102315434e-12,17.23612527835591,0.031944868061533536,0.02495907452232278,0.9787742133468265,0.8729967243431216,2.084167674129882,395.2299623800153,110.15701842109493
0.07082164328657314,117602100721442.88,0.06907053143049709,0.001751111856076052,1.7145589804121547e-11,2.9630905146787146e-11,1.0072830176186302e-12,17.02162103820267,0.033994338432413666,0.025352517489142613,0.9784045829785831,0.8713172164699855,1.7381703655174374,384.0681546368799,109.92898672926258
0.07190380761523046,119399076793587.17,0.07009915114166705,0.0018046564735634178,1.6889317565641696e-11,2.7865485019395806e-11,1.0046351045225606e-12,16.81139499268057,0.03605302774465555,0.025744341324708667,0.9780340198139793,0.8696451165493758,1.3962873130060203,373.4167163282694,109.70119174046214
0.07298597194388777,121196052865731.45,0.07112709877367046,0.001858873170217309,1.664119440034407e-11,2.6290831078076985e-11,1.0021612191516351e-12,16.605306693499305,0.03811827842853179,0.026134528221547805,0.9776625385623965,0.8679803668243946,1.058347962493541,363.24447487357634,109.47363404326532
0.07406813627254509,122993028937875.75,0.07215438117826924,0.0019137550942758491,1.6400843846515415e-11,2.487964102342603e-11,9.9985499415597e-13,16.403222409625734,0.04018767767647983,0.026523061566387816,0.9772901538464611,0.8663229101431468,0.724191684764294,353.52260434423204,109.24631420205746
0.0751503006012024,124790005010020.02,0.07318100517592424,0.001969295425278153,1.616791203183166e-11,2.3609398219882913e-11,9.977104200264914e-13,16.20501470897975,0.04225903645380756,0.026909925882324853,0.9769168801988173,0.8646726899536552,0.39366706030209286,344.22441697105984,109.0192327574744
0.07623246492985972,126586981082164.31,0.07420697755414002,0.0020254873757196987,1.594206601648048e-11,2.246139184216566e-11,9.957218206882354e-13,16.010562071906232,0.04433037042784749,0.027295106774048856,0.9765427320591692,0.863029650298639,0.06663122505948212,335.3251759001648,108.79239022683498
0.07731462925851704,128383957154308.62,0.075232305065943,0.0020823241925740357,1.5722992279270586e-11,2.1419964338991282e-11,9.938838310789107e-13,15.819748533591184,0.04639988262117317,0.027678590875938554,0.9761677237715849,0.861393735810164,-0.2570507287917108,326.80192676334894,108.56578710456834
0.07839679358717434,130180933226452.9,0.07625699442848516,0.0021397991586891876,1.5510395332588285e-11,2.0471927720817127e-11,9.921913765261937e-13,15.632463352878993,0.04846594761651449,0.028060365802849995,0.9757918695820402,0.8597648917041859,-0.5775063024433601,318.63334593765853,108.33942386263628
0.07947895791583166,131977909298597.19,0.07728105232176496,0.0021979055940667008,1.5303996453632825e-11,1.9606106612751043e-11,9.906396537570373e-13,15.448600705202802,0.05052709716026761,0.028440420103437128,0.9754151836361864,0.8581430637749985,-0.8948560951032105,310.79960363447606,108.11330095095009
0.08056112224448897,133774885370741.45,0.07830448538745832,0.0022566368570306463,1.5103532520740457e-11,1.8812977466918566e-11,9.892241133897746e-13,15.268059397566825,0.05258200702835385,0.028818743215852635,0.9750376799773328,0.8565281983896005,-1.2092142679430986,303.28224018803564,107.88741879778235
0.08164328657314629,135571861442885.77,0.07932730022379963,0.0023159863493466518,1.4908754931771857e-11,1.808438141671835e-11,9.87940443560025e-13,15.090742593802961,0.05462948501222774,0.0291953254782748,0.9746593725374403,0.8549202424875229,-1.5206889699045454,296.06405359615724,107.66177781040474
0.08272545090180361,137368837515030.06,0.08034950339911208,0.0023759475026915327,1.4719428669107824e-11,1.7413294012363086e-11,9.86784555776171e-13,14.916557604136825,0.05666846003263794,0.029570157899915392,0.9742802751611966,0.8533191435552651,-1.8293827355444647,289.12899996408504,107.43637837466278
0.08380761523046093,139165813587174.34,0.08137110143116476,0.0024365137992961674,1.453533133029506e-11,1.6793639306900303e-11,9.857525700252348e-13,14.745415606598888,0.0586979720125465,0.02994323238155154,0.9739004015695043,0.8517248496475088,-2.1353928420433403,282.46209887235756,107.21122085649327
0.08488977955911824,140962789659318.62,0.082392100798467,0.0024976787606512457,1.4356252335177231e-11,1.6220138719341188e-11,9.848408026580992e-13,14.57723146363301,0.06071716276284105,0.030314541520923544,0.9735197653796233,0.8501373093647377,-2.4388116480423907,276.04935136026745,106.98630560162829
0.08597194388777554,142759765731462.9,0.0834125079367547,0.002559435951020839,1.4181992148127453e-11,1.5688187434380014e-11,9.840457543833304e-13,14.411923515705677,0.06272526756193866,0.030684078615181583,0.9731383800990612,0.8485564718511961,-2.7397269026457596,269.87766348276637,106.76163293613712
0.08705410821643286,144556741803607.2,0.08443232923834759,0.0026217789780852685,1.4012361568544475e-11,1.5193752720458755e-11,9.833640992741019e-13,14.249413395189125,0.06472160745053974,0.03105183762826367,0.9727562591245658,0.8469822867890011,-3.038222032138431,263.93477702411974,106.53720316680395
0.08813627254509018,146353717875751.5,0.085451571051576,0.0026847014935141834,1.3847181075072465e-11,1.4733289818866364e-11,9.827926745601514e-13,14.089625852441124,0.06670558216411786,0.031417813159851427,0.9723734157412512,0.8454147043922439,-3.3343764055629195,258.2092063131321,106.31301658149988
0.0892184368737475,148150693947895.78,0.0864702396802733,0.0027481971934742036,1.3686280218875147e-11,1.4303672004183395e-11,9.823284711399448e-13,13.932488593141233,0.06867666364641493,0.03178200041581656,0.9719898631218504,0.8438536754010817,-3.6282655809509516,252.69018053454099,106.08907344954906
0.09030060120240481,149947670020040.06,0.08748834138332957,0.0028122598190752353,1.3529497061751776e-11,1.39021321407963e-11,9.819686247542711e-13,13.77793212602634,0.07063439009277213,0.03214439518007706,0.9716056143260848,0.8422991510758331,-3.9199615338337903,247.36759099780795,105.86537402208906
