n_b,rho_b,n_n,n_p,lambda,xi_n,xi_p,kappa,R,epsilon
[1/fm**3],[g/cm**3],[1/fm**3],[1/fm**3],[cm],[cm],[cm],[],[],[]
0.10220440881763528,169714406813627.25,0.09828987827999196,0.003914530537643318,1.14675206505213e-11,1.0511825379254056e-11,8.08878814873778e-13,14.177056488135069,0.07694941512919024,0.039826385037249216
0.10328657314629258,171511382885771.53,0.09929498475296557,0.003991588393327011,1.1356290618373115e-11,1.0313001284266354e-11,8.083046853573609e-13,14.049517247759573,0.07837725052846845,0.04019929509287524
0.1043687374749499,173308358957915.8,0.1002995817522691,0.004069155722680788,1.1247531508717004e-11,1.0124075387084925e-11,8.077974364818233e-13,13.923702899705958,0.07978974924587325,0.0405700168594046
0.10545090180360722,175105335030060.12,0.10130367587790311,0.004147225925704116,1.1141162948335452e-11,9.944392928682956e-12,8.073555185607388e-13,13.799574898796314,0.08118700903622335,0.040938553214027354
0.10653306613226453,176902311102204.4,0.10230727366950329,0.004225792462761235,1.1037107981522502e-11,9.773353985495564e-12,8.069774455083012e-13,13.677095986952171,0.08256914122888827,0.041304907375524155
0.10761523046092185,178699287174348.7,0.1033103816066515,0.004304848854270352,1.093529289171154e-11,9.610407970382e-12,8.066617917617949e-13,13.556230136831253,0.08393626932881719,0.04166908288714704
0.10869739478957915,180496263246492.97,0.1043130061092077,0.004384388680371462,1.0835647034097399e-11,9.455048772020455e-12,8.064071893827591e-13,13.436942498480487,0.08528852773018933,0.04203108360026883
0.10977955911823647,182293239318637.25,0.10531515353766202,0.0044644055805744595,1.0738102678473573e-11,9.306810448926901e-12,8.062123253248219e-13,13.319199348815717,0.08662606053374389,0.04239091365876357
0.1108617234468938,184090215390781.56,0.10631683019350455,0.0045448932533892535,1.0642594861567504e-11,9.165263406514894e-12,8.060759388570975e-13,13.202968043751818,0.08794902045958865,0.04274857748408422
0.1119438877755511,185887191462925.84,0.10731804231961178,0.004625845455939317,1.0549061248213795e-11,9.030010995882421e-12,8.059968191328846e-13,13.088216972819804,0.08925756784796937,0.0431040797610037
0.11302605210420842,187684167535070.12,0.10831879610064823,0.0047072560035601885,1.0457442000756796e-11,8.90068648166623e-12,8.059738028941632e-13,12.974915516118852,0.09055186974109473,0.04345742542398898
0.11410821643286573,189481143607214.4,0.10931909766348155,0.004789118769384173,1.0367679656121486e-11,8.776950333617517e-12,8.060057723031079e-13,12.86303400346195,0.09183209903967905,0.04380861964417765
0.11519038076152305,191278119679358.72,0.11031895307761047,0.00487142768391258,1.0279719010034531e-11,8.65848780275207e-12,8.060916528924594e-13,12.752543675583684,0.09309843372837528,0.044157667816929716
0.11627254509018037,193075095751503.0,0.11131836835560373,0.004954176734576634,1.0193507007917032e-11,8.545006748196554e-12,8.062304116272084e-13,12.643416647287664,0.09435105616474386,0.04450457554992759
0.11735470941883769,194872071823647.28,0.11231734945354951,0.005037359965288167,1.0108992642006548e-11,8.43623568534274e-12,8.064210550705829e-13,12.535625872419399,0.09559015242683093,0.044849348651798814
0.118436873747495,196669047895791.56,0.11331590227151384,0.005120971475981152,1.00261268542991e-11,8.331922029758026e-12,8.066626276478283e-13,12.42914511055828,0.09681591171482137,0.04519199312123819
0.1195190380761523,198466023967935.84,0.11431352315965239,0.005205514916499913,9.944375751939886e-12,8.231880579735135e-12,8.069561212311719e-13,12.32331658475775,0.09802816178088143,0.04553717506571636
0.12060120240480962,200263000040080.16,0.11530586575681065,0.005295336647998977,9.859674686070056e-12,8.136296937360632e-12,8.073203538033087e-13,12.212840466143152,0.0992245440424153,0.04592426077583311
0.12168336673346694,202059976112224.44,0.11629493343490266,0.00538843329856428,9.77413015560351e-12,8.044731988887947e-12,8.077529616216041e-13,12.100395318862663,0.10040769073939812,0.04633420510602479
0.12276553106212425,203856952184368.72,0.11728162032523405,0.005483910736890198,9.68867047146899e-12,7.95688995214574e-12,8.082529116133845e-13,11.987176702066021,0.1015789983868537,0.046758483739248714
0.12384769539078157,205653928256513.03,0.11826632584268197,0.005581369548099598,9.603708827081134e-12,7.872543363824523e-12,8.088200198529234e-13,11.873727889212587,0.10273935404021634,0.04719322688289094
0.12492985971943889,207450904328657.3,0.11924929537449346,0.0056805643449454315,9.519488899847528e-12,7.791495093964525e-12,8.094541532945803e-13,11.760380573874393,0.10388945170761932,0.04763604117832349
0.1260120240480962,209247880400801.6,0.12023070083901949,0.005781323209076698,9.436169833315526e-12,7.713568142907949e-12,8.101551165170837e-13,11.64736189519152,0.10502987741956502,0.04808524918121775
0.12709418837675351,211044856472945.9,0.12121067210772046,0.005883516269033046,9.35386061859386e-12,7.638600996985441e-12,8.10922635729024e-13,11.534837241514026,0.10616114600684773,0.048539589515718046
0.12817635270541083,212841832545090.2,0.12218931226100699,0.0059870404444038496,9.272637405514441e-12,7.566444934392518e-12,8.117563650356886e-13,11.422931565318581,0.10728372070031612,0.04899806974619033
0.12925851703406815,214638808617234.47,0.12316670603617999,0.006091810997888166,9.192553439591867e-12,7.496962219142952e-12,8.126558978570395e-13,11.31174149333375,0.10839802497363282,0.049459884037969706
0.13034068136272547,216435784689378.78,0.12414292494278352,0.006197756419941955,9.113645292535109e-12,7.430024772536773e-12,8.136207786897007e-13,11.201342850673285,0.10950445033468074,0.04992436276814367
0.13142284569138277,218232760761523.03,0.12511803056869258,0.006304815122690175,9.035937024626622e-12,7.365513133659087e-12,8.146505138057506e-13,11.091795649172322,0.1106033617784133,0.050390939611447055
0.1325050100200401,220029736833667.3,0.1260920768261165,0.006412933193923595,8.959443100657259e-12,7.30331561106036e-12,8.157445805570398e-13,10.983147561383992,0.11169510178659836,0.050859128942472395
0.13358717434869738,221826712905811.6,0.12706511153885647,0.006522062809840912,8.884170508705197e-12,7.243327569795178e-12,8.169024353116476e-13,10.875436434849032,0.11277999337185125,0.051328509697537765
0.1346693386773547,223623688977955.88,0.1280371776005902,0.006632161076764505,8.810120344536656e-12,7.185450819471062e-12,8.181235201612595e-13,10.768692168635004,0.1138583424639574,0.05179871347565485
0.13575150300601202,225420665050100.2,0.12900831384290196,0.006743189163110078,8.737289023853389e-12,7.129593080818256e-12,8.194072685623479e-13,10.662938149405221,0.11493043982649083,0.05226941553023862
0.13683366733466934,227217641122244.47,0.12997855570055686,0.006855111634112475,8.665669227101649e-12,7.075667515271707e-12,8.207531100664788e-13,10.55819237334325,0.11599656262748542,0.052740327796111264
0.13791583166332666,229014617194388.75,0.13094793573126212,0.006967895932064544,8.595250647000743e-12,7.023592306395155e-12,8.221604742775582e-13,10.454468337891685,0.11705697574857252,0.05321119338883208
0.13899799599198398,230811593266533.1,0.13191648402854755,0.00708151196343644,8.526020587307885e-12,6.973290284802512e-12,8.236287941545582e-13,10.351775760899313,0.11811193289193236,0.053681782194133956
0.1400801603206413,232608569338677.38,0.13288422855454604,0.00719593176609527,8.457964447293452e-12,6.924688590147987e-12,8.251575087603058e-13,10.25012116777616,0.11916167752789464,0.05415188728090105
0.14116232464929862,234405545410821.66,0.13385119541167528,0.007311129237623333,8.391066117004523e-12,6.877718365103726e-12,8.26746065541185e-13,10.149508375962771,0.1202064437148142,0.05462132194738407
0.1422444889779559,236202521482965.94,0.13481740906698278,0.007427079910973123,8.325308301936326e-12,6.832314477220959e-12,8.283939222092007e-13,10.049938898313009,0.12124645681504836,0.055089917261969094
0.14332665330661323,237999497555110.22,0.13578289253930337,0.007543760767309853,8.260672791185731e-12,6.788415265299766e-12,8.30100548286621e-13,9.951412281604044,0.12228193412530797,0.05555751999557864
0.14440881763527055,239796473627254.53,0.13674766755683632,0.007661150078434229,8.197140679893792e-12,6.745962307449468e-12,8.318654263639869e-13,9.853926392545004,0.12331308543561977,0.05602399086807116
0.14549098196392785,241593449699398.78,0.13771175469092808,0.007779227272999755,8.134692554392027e-12,6.704900208456801e-12,8.336880531144673e-13,9.757477660862095,0.12434011352815479,0.05648920304921669
0.14657314629258517,243390425771543.06,0.1386751734705186,0.007897972822066569,8.073308646684952e-12,6.66517640442499e-12,8.355679401009609e-13,9.662061286972621,0.12536321462493175,0.05695304086816681
0.14765531062124249,245187401843687.38,0.1396379424807276,0.008017368140514887,8.012968963554651e-12,6.62674098292668e-12,8.375046144068772e-13,9.56767142020997,0.12638257879169376,0.05741539869524659
0.1487374749498998,246984377915831.66,0.14060007944832234,0.008137395501577467,7.953653394540436e-12,6.589546517143172e-12,8.394976191169385e-13,9.47430131238112,0.12739839030393457,0.057876179967368886
0.14981963927855713,248781353987975.94,0.14156160131624843,0.00825803796230869,7.895341802245838e-12,6.553547912653193e-12,8.415465136704666e-13,9.381943450528633,0.12841082798001058,0.058335296334069045
0.15090180360721445,250578330060120.25,0.14252252430897785,0.008379279298236581,7.838014097796802e-12,6.518702265694345e-12,8.436508741063629e-13,9.290589672059806,0.1294200654854576,0.05879266690555487
0.15198396793587177,252375306132264.53,0.14348286399009505,0.008501103945776729,7.781650303776957e-12,6.484968731856118e-12,8.458102932162282e-13,9.200231264846535,0.13042627161197456,0.059248217587596935
0.15306613226452906,254172282204408.8,0.14444263531328166,0.008623496951247407,7.72623060656759e-12,6.452308404279471e-12,8.480243806197236e-13,9.11085905445475,0.13142961053400273,0.05970188049078378
0.15414829659318638,255969258276553.1,0.14540185266765512,0.008746443925531254,7.671735399698869e-12,6.42068420053765e-12,8.502927627742863e-13,9.022463480305268,0.13243024204540152,0.06015359340381303
0.1552304609218437,257766234348697.38,0.14636052991825133,0.008869931003592386,7.618145319557929e-12,6.390060757459536e-12,8.526150829296046e-13,8.935034662279032,0.13342832177836356,0.060603299322205414
0.156312625250501,259563210420841.66,0.1473186804423109,0.0089939448081901,7.565441274585911e-12,6.3604043332322964e-12,8.549910010358148e-13,8.848562459043942,0.13442400140641947,0.06105094602521963
0.1573947895791583,261360186492985.94,0.14827631716192186,0.009118472417236467,7.513604468920262e-12,6.331682716186101e-12,8.574201936131215e-13,8.763036519187105,0.13541742883313487,0.06149648569487224
0.15847695390781563,263157162565130.22,0.14923345257348378,0.009243501334331862,7.462616421293148e-12,6.303865139721797e-12,8.599023535894882e-13,8.678446326076406,0.13640874836790012,0.06193987457189122
0.15955911823647295,264954138637274.56,0.15019009877438913,0.009369019462083817,7.412458979875519e-12,6.27692220289387e-12,8.624371901121197e-13,8.594781237242186,0.13739810089003612,0.06238107264419384
0.16064128256513027,266751114709418.84,0.15114626748725743,0.009495015077872844,7.36311433365517e-12,6.2508257962063594e-12,8.650244283376557e-13,8.51203051895898,0.1383856240022944,0.06282004336410976
0.1617234468937876,268548090781563.16,0.15210197008200982,0.00962147681177777,7.314565020851818e-12,6.225549032220226e-12,8.676638092053318e-13,8.430183376613364,0.1393714521747001,0.0632567533910974
0.1628056112224449,270345066853707.44,0.15305721759603155,0.009748393626413363,7.266793934800559e-12,6.201066180606418e-12,8.703550891967499e-13,8.349228981365615,0.14035571687958276,0.06369117235714154
0.1638877755511022,272142042925851.7,0.15401202075263515,0.009875754798467045,7.2197843276741265e-12,6.17735260731152e-12,8.730980400854109e-13,8.269156493545502,0.14133854671854273,0.06412327265239177
0.16496993987975953,273939018997996.0,0.15496638997800938,0.010003549901750152,7.173519812362689e-12,6.154384717531741e-12,8.758924486786981e-13,8.189955083165852,0.14232006754202084,0.06455302922891676
0.16605210420841685,275735995070140.28,0.15592033541681385,0.01013176879160299,7.127984362786032e-12,6.132139902217015e-12,8.787381165546412e-13,8.111613947888653,0.1433004025620717,0.06498041942071413
0.16713426853707414,277532971142284.5,0.1568738669465603,0.010260401590513824,7.083162312875125e-12,6.110596487850617e-12,8.816348597954305e-13,8.034122328736707,0.1442796724588736,0.06540542277834631
0.16821643286573146,279329947214428.84,0.15782699419090243,0.01038943867482902,7.039038354428021e-12,6.089733689270712e-12,8.845825087193907e-13,7.957469523807825,0.1452579954814618,0.06582802091676593
0.16929859719438878,281126923286573.12,0.15877972653194194,0.010518870662446833,6.995597534017173e-12,6.069531565319588e-12,8.875809076128463e-13,7.881644900217459,0.14623548754311672,0.06624819737506436
0.1703807615230461,282923899358717.44,0.15973207312164622,0.010648688401399872,6.952825249101482e-12,6.0499709771235734e-12,8.906299144631135e-13,7.806637904468728,0.14721226231180348,0.06666593748702061
0.17146292585170342,284720875430861.75,0.16068404289246085,0.01077888295924255,6.910707243475828e-12,6.031033548822415e-12,8.93729400693658e-13,7.732438071425379,0.1481884312960193,0.06708122826145474
0.17254509018036074,286517851503006.0,0.1616356445671915,0.010909445613169219,6.869229602172989e-12,6.012701630581266e-12,8.96879250902282e-13,7.65903503204292,0.1491641039263706,0.06749405827149835
0.17362725450901806,288314827575150.3,0.16258688666822094,0.011040367840797129,6.828378745917528e-12,5.994958263731356e-12,9.000793626030848e-13,7.586418519995211,0.15013938763317783,0.0679044175519911
0.17470941883767538,290111803647294.6,0.16353777752382376,0.011171641313851621,6.788141424520242e-12,5.97778714793818e-12,9.033296460300004e-13,7.514578376070259,0.15111438792891296,0.06831229751929438
0.17579158316633267,291908779719438.9,0.1644883252852284,0.01130325788110428,6.7485047134317794e-12,5.961172610022992e-12,9.066300236644457e-13,7.4435045578520125,0.1520892084453412,0.0687176908239782
0.17687374749499,293705755791583.2,0.16543853792092003,0.011435209574069965,6.709456003262407e-12,5.945099574919425e-12,9.099804303196344e-13,7.373187136459278,0.15306395104946036,0.06912059135541937
0.17795591182364728,295502731863727.44,0.16638842323239172,0.011567488591255556,6.670982995866094e-12,5.929553537854765e-12,9.133808126888942e-13,7.303616304602943,0.15403871587595844,0.06952099410846302
0.1790380761523046,297299707935871.75,0.16733798885867704,0.011700087293627565,6.633073696979484e-12,5.914520538246211e-12,9.168311291659327e-13,7.234782378095931,0.1550136013963008,0.06991889512613128
0.18012024048096192,299096684008016.0,0.16828724228261588,0.01183299819834605,6.595716409441309e-12,5.899987134979786e-12,9.203313496188476e-13,7.166675797986132,0.15598870447740407,0.07031429143318016
0.18120240480961924,300893660080160.3,0.16923619083675845,0.011966213972860807,6.5588997263702385e-12,5.885940383021524e-12,9.23881455170347e-13,7.09928713220128,0.1569641204378078,0.07070718097409293
0.18228456913827656,302690636152304.6,0.17018484170893472,0.012099727429341843,6.5226125243318825e-12,5.8723678112780235e-12,9.274814379842575e-13,7.0326070767602715,0.15793994310148746,0.07109756255516501
0.18336673346693388,304487612224448.9,0.17113320194751477,0.01223353151941912,6.486843956521121e-12,5.8592574016291435e-12,9.311313010584057e-13,6.966626456599196,0.15891626484945146,0.07148543579036784
0.1844488977955912,306284588296593.2,0.17208127846638288,0.012367619329208334,6.4515834459821946e-12,5.8465975690612115e-12,9.348310580238658e-13,6.901336226055819,0.1598931766692421,0.07187080105070479
0.1855310621242485,308081564368737.44,0.17302907804964585,0.012501984074602637,6.416820678885377e-12,5.834377142834031e-12,9.385807329506052e-13,6.83672746905095,0.1608707682024636,0.07225365941680359
0.18661322645290582,309878540440881.75,0.17397660735609521,0.01263661909681059,6.382545597876427e-12,5.8225853486195465e-12,9.423803601594786e-13,6.772791399001897,0.16184912779044172,0.07263401263450302
0.18769539078156314,311675516513026.06,0.1749238729234394,0.012771517858123749,6.3487483955121565e-12,5.811211791554307e-12,9.462299840405355e-13,6.709519358498983,0.16282834251811878,0.07301186307322147
0.18877755511022046,313472492585170.4,0.17587088117232286,0.012906673937897597,6.315419507793382e-12,5.800246440151758e-12,9.501296588775682e-13,6.646902818773258,0.16380849825627564,0.07338721368690536
0.18985971943887778,315269468657314.6,0.17681763841014603,0.01304208102873174,6.282549607804468e-12,5.789679611024019e-12,9.540794486788348e-13,6.5849333789803906,0.16478967970217046,0.07376006797737758
0.19094188376753507,317066444729458.94,0.17776415083469901,0.013177732932836044,6.250129599466979e-12,5.779501954366166e-12,9.5807942701386e-13,6.523602765323299,0.16577197041867459,0.0741304299599185
0.1920240480961924,318863420801603.2,0.178710424537622,0.013313623558570393,6.218150611413529e-12,5.769704440159087e-12,9.621296768562077e-13,6.46290283003384,0.16675545287198093,0.07449830413092448
0.1931062124248497,320660396873747.5,0.17965646550770262,0.0134497469171471,6.186603990986504e-12,5.760278345049906e-12,9.662302904321299e-13,6.402825550231562,0.16774020846795704,0.07486369543750405
0.19418837675350703,322457372945891.8,0.1806022796340213,0.013586097119485722,6.155481298365282e-12,5.751215239871601e-12,9.703813690749753e-13,6.343363026675842,0.16872631758720955,0.07522660924888135
0.19527054108216435,324254349018036.06,0.18154787270895378,0.013722668373210555,6.124774300824591e-12,5.74250697776585e-12,9.74583023085226e-13,6.284507482426141,0.16971385961892066,0.07558705132948532
0.19635270541082164,326051325090180.4,0.18249325043103917,0.013859454979782478,6.094474967125708e-12,5.7341456828755814e-12,9.78835371596062e-13,6.226251261423283,0.1707029129935171,0.07594502781361609
0.19743486973947896,327848301162324.6,0.1834384184077224,0.013996451331756551,6.064575462041642e-12,5.726123739575628e-12,9.831385424443069e-13,6.168586827003774,0.171693555214224,0.07630054518158301
0.19851703406813628,329645277234468.94,0.18438338215797787,0.014133651910158425,6.035068141016575e-12,5.718433782212024e-12,9.874926720466425e-13,6.111506760357528,0.1726858628875575,0.0766536102372222
0.1995991983967936,331442253306613.25,0.1853281471148213,0.014271051281972312,6.005945544959483e-12,5.711068685322257e-12,9.918979052809543e-13,6.055003758938581,0.17367991175280093,0.07700423008670446
0.20068136272545092,333239229378757.5,0.1862727186277168,0.014408644097734137,5.97720039517132e-12,5.704021554310452e-12,9.96354395372691e-13,5.999070634837236,0.17467577671051393,0.07735241211855151
0.20176352705410822,335036205450901.75,0.18721710196488417,0.01454642508922405,5.948825588404694e-12,5.6972857165531165e-12,1.0008623037861001e-12,5.943700313121245,0.17567353185011517,0.07769816398478642
0.20284569138276554,336833181523046.06,0.1881613023155128,0.014684389067252735,5.920814192054711e-12,5.690854712912583e-12,1.005421800120217e-12,5.8888858301528435,0.17667325047657764,0.07804149358314731
0.20392785571142286,338630157595190.4,0.1891053247918867,0.014822530919536163,5.893159439479351e-12,5.684722289636555e-12,1.010033062009484e-12,5.834620331887725,0.17767500513627713,0.0783824090402985
0.20501002004008018,340427133667334.7,0.19004917443142594,0.01496084560865424,5.865854725447456e-12,5.67888239062353e-12,1.014696275028868e-12,5.780897072161394,0.1786788676420285,0.07872091869597915
0.2060921843687375,342224109739479.0,0.19099285619864864,0.015099328170088851,5.8388936017122465e-12,5.673329150035135e-12,1.0194116326033652e-12,5.727709410967704,0.17968490909734225,0.07905703108803336
0.2071743486973948,344021085811623.2,0.19193637498705782,0.015237973710336984,5.812269772708134e-12,5.66805688523733e-12,1.0241793359217663e-12,5.675050812733947,0.18069319991993735,0.07939075493826782
0.2082565130260521,345818061883767.56,0.192879735620957,0.015376777405095118,5.7859770913684385e-12,5.663060090053733e-12,1.0289995938545575e-12,5.622914844596381,0.18170380986453458,0.07972209913908852
0.20933867735470943,347615037955911.8,0.19382294285719814,0.015515734497511284,5.7600095550615016e-12,5.6583334283151e-12,1.0338726228758604e-12,5.5712951746794825,0.1827168080449653,0.08005107274087117
0.21042084168336675,349412014028056.1,0.1947660013868654,0.01565484029650136,5.7343613016426415e-12,5.6538717276900384e-12,1.0387986469892789e-12,5.520185570382076,0.18373226295561773,0.08037768494002204
0.21150300601202407,351208990100200.44,0.19570891583689773,0.01579409017512634,5.709026605619318e-12,5.649669973782797e-12,1.0437778976575566e-12,5.469579896672941,0.1847502424922502,0.08070194506768925
0.21258517034068136,353005966172344.7,0.19665169077165373,0.015933479569027627,5.683999874426827e-12,5.645723304484841e-12,1.0488106137359284e-12,5.419472114398297,0.18577081397219306,0.08102386257908722
0.21366733466933868,354802942244489.0,0.19759433069442106,0.016073003974917607,5.6592756448118214e-12,5.642027004567662e-12,1.0538970414090666e-12,5.369856278603208,0.18679404415396356,0.08134344704339949
0.214749498997996,356599918316633.25,0.19853684004887318,0.016212658949122834,5.634848579320938e-12,5.6385765005049526e-12,1.059037434131521e-12,5.320726536868715,0.187819999256316,0.08166070813422746
